ID_client;Date;order_n;ID_products;buy_packs
97035-067;2023-01-29;2023012956;902004;84,0
97035-067;2023-01-29;2023012956;902006;48,0
97035-067;2023-01-29;2023012956;901008;12,0
97035-067;2023-01-29;2023012956;904011;12,0
97035-067;2023-01-29;2023012956;905014;20,0
97035-067;2023-01-29;2023012956;902017;272,0
97035-076;2023-01-29;2023012957;901001;72,0
97035-076;2023-01-29;2023012957;901002;96,0
97035-076;2023-01-29;2023012957;901003;40,0
97035-076;2023-01-29;2023012957;902004;88,0
97035-076;2023-01-29;2023012957;902005;92,0
97035-076;2023-01-29;2023012957;902006;80,0
97035-076;2023-01-29;2023012957;902007;80,0
97035-076;2023-01-29;2023012957;903009;12,0
97035-076;2023-01-29;2023012957;904010;20,0
97035-076;2023-01-29;2023012957;904011;16,0
97035-076;2023-01-29;2023012957;902012;80,0
97035-076;2023-01-29;2023012957;905013;20,0
97035-076;2023-01-29;2023012957;905014;12,0
97035-076;2023-01-29;2023012957;902015;84,0
97035-076;2023-01-29;2023012957;903016;8,0
97035-076;2023-01-29;2023012957;902017;272,0
97035-076;2023-01-29;2023012957;903018;12,0
98101-007;2023-01-29;2023012958;902006;28,0
98101-007;2023-01-29;2023012958;902012;42,0
98101-007;2023-01-29;2023012958;903016;10,0
98101-007;2023-01-29;2023012958;903018;8,0
98101-021;2023-01-29;2023012959;901002;96,0
98101-021;2023-01-29;2023012959;901003;12,0
98101-021;2023-01-29;2023012959;902006;48,0
98101-021;2023-01-29;2023012959;902007;44,0
98101-021;2023-01-29;2023012959;901008;4,0
98101-021;2023-01-29;2023012959;903009;32,0
98101-021;2023-01-29;2023012959;904011;8,0
98101-021;2023-01-29;2023012959;902012;92,0
98101-021;2023-01-29;2023012959;905014;12,0
98101-021;2023-01-29;2023012959;902015;108,0
98101-021;2023-01-29;2023012959;903016;16,0
98101-021;2023-01-29;2023012959;903018;12,0
98101-028;2023-01-29;2023012960;901000;9,0
98101-028;2023-01-29;2023012960;901001;54,0
98101-028;2023-01-29;2023012960;901002;72,0
98101-028;2023-01-29;2023012960;901003;18,0
98101-028;2023-01-29;2023012960;902004;84,0
98101-028;2023-01-29;2023012960;902006;33,0
98101-028;2023-01-29;2023012960;902007;57,0
98101-028;2023-01-29;2023012960;901008;12,0
98101-028;2023-01-29;2023012960;903009;30,0
98101-028;2023-01-29;2023012960;904011;15,0
98101-028;2023-01-29;2023012960;902012;87,0
98101-028;2023-01-29;2023012960;902015;84,0
98101-028;2023-01-29;2023012960;903016;12,0
98101-028;2023-01-29;2023012960;902017;204,0
98101-028;2023-01-29;2023012960;903018;18,0
98101-035;2023-01-29;2023012961;901000;16,0
98101-035;2023-01-29;2023012961;901001;72,0
98101-035;2023-01-29;2023012961;901002;96,0
98101-035;2023-01-29;2023012961;901003;36,0
98101-035;2023-01-29;2023012961;902004;92,0
98101-035;2023-01-29;2023012961;902005;88,0
98101-035;2023-01-29;2023012961;902007;60,0
98101-035;2023-01-29;2023012961;903009;36,0
98101-035;2023-01-29;2023012961;904010;8,0
98101-035;2023-01-29;2023012961;904011;8,0
98101-035;2023-01-29;2023012961;905013;8,0
98101-035;2023-01-29;2023012961;905014;20,0
98101-035;2023-01-29;2023012961;902017;272,0
98101-042;2023-01-29;2023012962;901001;54,0
98101-042;2023-01-29;2023012962;901002;72,0
98101-042;2023-01-29;2023012962;901003;30,0
98101-042;2023-01-29;2023012962;902005;66,0
98101-042;2023-01-29;2023012962;902006;54,0
98101-042;2023-01-29;2023012962;901008;12,0
98101-042;2023-01-29;2023012962;903009;30,0
98101-042;2023-01-29;2023012962;904010;15,0
98101-042;2023-01-29;2023012962;904011;9,0
98101-042;2023-01-29;2023012962;902012;87,0
98101-042;2023-01-29;2023012962;905013;15,0
98101-042;2023-01-29;2023012962;905014;15,0
98101-042;2023-01-29;2023012962;902015;72,0
98101-042;2023-01-29;2023012962;903016;15,0
98101-042;2023-01-29;2023012962;903018;27,0
98101-049;2023-01-29;2023012963;901000;8,0
98101-049;2023-01-29;2023012963;901001;36,0
98101-049;2023-01-29;2023012963;901002;48,0
98101-049;2023-01-29;2023012963;901003;8,0
98101-049;2023-01-29;2023012963;902004;42,0
98101-049;2023-01-29;2023012963;902005;44,0
98101-049;2023-01-29;2023012963;902007;20,0
98101-049;2023-01-29;2023012963;901008;10,0
98101-049;2023-01-29;2023012963;903009;8,0
98101-049;2023-01-29;2023012963;904011;8,0
98101-049;2023-01-29;2023012963;902012;58,0
98101-049;2023-01-29;2023012963;905013;10,0
98101-049;2023-01-29;2023012963;905014;6,0
98101-049;2023-01-29;2023012963;902015;44,0
98101-049;2023-01-29;2023012963;903016;8,0
98101-049;2023-01-29;2023012963;902017;136,0
98101-049;2023-01-29;2023012963;903018;18,0
02215-015;2023-01-30;202301301;901000;3,0
02215-015;2023-01-30;202301301;901001;54,0
02215-015;2023-01-30;202301301;901002;72,0
02215-015;2023-01-30;202301301;902004;72,0
02215-015;2023-01-30;202301301;903009;27,0
02215-015;2023-01-30;202301301;904010;9,0
02215-015;2023-01-30;202301301;905014;3,0
02215-015;2023-01-30;202301301;903016;12,0
02215-015;2023-01-30;202301301;902017;204,0
02215-015;2023-01-30;202301301;903018;9,0
02215-029;2023-01-30;202301303;901000;16,0
02215-029;2023-01-30;202301303;901001;72,0
02215-029;2023-01-30;202301303;901002;96,0
02215-029;2023-01-30;202301303;901003;24,0
02215-029;2023-01-30;202301303;902004;116,0
02215-029;2023-01-30;202301303;902006;68,0
02215-029;2023-01-30;202301303;902007;72,0
02215-029;2023-01-30;202301303;901008;16,0
02215-029;2023-01-30;202301303;903009;32,0
02215-029;2023-01-30;202301303;904010;16,0
02215-029;2023-01-30;202301303;905013;4,0
02215-029;2023-01-30;202301303;905014;8,0
02215-029;2023-01-30;202301303;902015;112,0
02215-029;2023-01-30;202301303;903018;28,0
04101-043;2023-01-30;202301304;901003;12,0
04101-043;2023-01-30;202301304;905013;8,0
10001-001;2023-01-30;202301305;901001;54,0
10001-001;2023-01-30;202301305;901002;72,0
10001-001;2023-01-30;202301305;902006;36,0
10001-001;2023-01-30;202301305;901008;3,0
10001-001;2023-01-30;202301305;904010;15,0
10001-001;2023-01-30;202301305;905013;15,0
10001-001;2023-01-30;202301305;902015;84,0
10001-001;2023-01-30;202301305;903016;15,0
10001-008;2023-01-30;202301306;901000;12,0
10001-008;2023-01-30;202301306;901002;96,0
10001-008;2023-01-30;202301306;901003;28,0
10001-008;2023-01-30;202301306;902004;112,0
10001-008;2023-01-30;202301306;902005;92,0
10001-008;2023-01-30;202301306;902006;56,0
10001-008;2023-01-30;202301306;902007;56,0
10001-008;2023-01-30;202301306;901008;8,0
10001-008;2023-01-30;202301306;903009;20,0
10001-008;2023-01-30;202301306;904010;16,0
10001-008;2023-01-30;202301306;904011;4,0
10001-008;2023-01-30;202301306;902012;104,0
10001-008;2023-01-30;202301306;905013;4,0
10001-008;2023-01-30;202301306;905014;16,0
10001-008;2023-01-30;202301306;902015;84,0
10001-008;2023-01-30;202301306;903016;4,0
10001-008;2023-01-30;202301306;902017;272,0
10001-008;2023-01-30;202301306;903018;32,0
10001-015;2023-01-30;202301307;901001;54,0
10001-015;2023-01-30;202301307;901002;72,0
10001-015;2023-01-30;202301307;902005;72,0
10001-015;2023-01-30;202301307;902007;60,0
10001-015;2023-01-30;202301307;903009;21,0
10001-015;2023-01-30;202301307;902012;75,0
10001-015;2023-01-30;202301307;905014;12,0
10001-015;2023-01-30;202301307;903018;24,0
10001-022;2023-01-30;202301308;901001;36,0
10001-022;2023-01-30;202301308;902005;42,0
10001-022;2023-01-30;202301308;904010;4,0
10001-022;2023-01-30;202301308;904011;10,0
10001-022;2023-01-30;202301308;902012;48,0
10001-022;2023-01-30;202301308;905013;8,0
10001-022;2023-01-30;202301308;903016;8,0
10001-022;2023-01-30;202301308;902017;136,0
10001-036;2023-01-30;202301309;901003;14,0
10001-036;2023-01-30;202301309;902005;48,0
10001-036;2023-01-30;202301309;902006;20,0
10001-036;2023-01-30;202301309;902007;28,0
10001-036;2023-01-30;202301309;904011;10,0
10001-036;2023-01-30;202301309;902012;44,0
10001-036;2023-01-30;202301309;905014;2,0
10001-036;2023-01-30;202301309;903016;4,0
10001-036;2023-01-30;202301309;902017;136,0
10001-043;2023-01-30;2023013010;901000;6,0
10001-043;2023-01-30;2023013010;901001;36,0
10001-043;2023-01-30;2023013010;901002;48,0
10001-043;2023-01-30;2023013010;901003;12,0
10001-043;2023-01-30;2023013010;902004;54,0
10001-043;2023-01-30;2023013010;902005;52,0
10001-043;2023-01-30;2023013010;902006;36,0
10001-043;2023-01-30;2023013010;902007;28,0
10001-043;2023-01-30;2023013010;901008;6,0
10001-043;2023-01-30;2023013010;903009;20,0
10001-043;2023-01-30;2023013010;904010;4,0
10001-043;2023-01-30;2023013010;904011;6,0
10001-043;2023-01-30;2023013010;902012;40,0
10001-043;2023-01-30;2023013010;905013;10,0
10001-043;2023-01-30;2023013010;905014;4,0
10001-043;2023-01-30;2023013010;902015;58,0
10001-043;2023-01-30;2023013010;903016;6,0
10001-043;2023-01-30;2023013010;902017;136,0
10001-043;2023-01-30;2023013010;903018;12,0
30301-001;2023-01-30;2023013011;901000;4,0
30301-001;2023-01-30;2023013011;901001;72,0
30301-001;2023-01-30;2023013011;901002;96,0
30301-001;2023-01-30;2023013011;901003;16,0
30301-001;2023-01-30;2023013011;902004;112,0
30301-001;2023-01-30;2023013011;902005;108,0
30301-001;2023-01-30;2023013011;902006;52,0
30301-001;2023-01-30;2023013011;902007;56,0
30301-001;2023-01-30;2023013011;901008;4,0
30301-001;2023-01-30;2023013011;903009;36,0
30301-001;2023-01-30;2023013011;904011;16,0
30301-001;2023-01-30;2023013011;902012;84,0
30301-001;2023-01-30;2023013011;905013;4,0
30301-001;2023-01-30;2023013011;905014;20,0
30301-001;2023-01-30;2023013011;902015;120,0
30301-001;2023-01-30;2023013011;903016;16,0
30301-001;2023-01-30;2023013011;902017;272,0
30301-001;2023-01-30;2023013011;903018;24,0
30301-008;2023-01-30;2023013012;901000;12,0
30301-008;2023-01-30;2023013012;901001;54,0
30301-008;2023-01-30;2023013012;901002;72,0
30301-008;2023-01-30;2023013012;901003;9,0
30301-008;2023-01-30;2023013012;902004;69,0
30301-008;2023-01-30;2023013012;902005;78,0
30301-008;2023-01-30;2023013012;901008;9,0
30301-008;2023-01-30;2023013012;904010;3,0
30301-008;2023-01-30;2023013012;904011;15,0
30301-008;2023-01-30;2023013012;905013;15,0
30301-008;2023-01-30;2023013012;905014;12,0
30301-008;2023-01-30;2023013012;902017;204,0
30301-008;2023-01-30;2023013012;903018;24,0
30301-015;2023-01-30;2023013013;902004;116,0
30301-015;2023-01-30;2023013013;904011;4,0
30301-015;2023-01-30;2023013013;905013;8,0
30301-015;2023-01-30;2023013013;905014;20,0
30301-015;2023-01-30;2023013013;903018;24,0
30301-022;2023-01-30;2023013014;901000;12,0
30301-022;2023-01-30;2023013014;902004;96,0
30301-022;2023-01-30;2023013014;902005;80,0
30301-022;2023-01-30;2023013014;903009;12,0
30301-022;2023-01-30;2023013014;904010;20,0
30301-022;2023-01-30;2023013014;904011;20,0
30301-022;2023-01-30;2023013014;905014;20,0
30301-022;2023-01-30;2023013014;903016;20,0
30301-022;2023-01-30;2023013014;903018;40,0
30301-029;2023-01-30;2023013015;901002;72,0
30301-029;2023-01-30;2023013015;901003;12,0
30301-029;2023-01-30;2023013015;902005;72,0
30301-029;2023-01-30;2023013015;902006;39,0
30301-029;2023-01-30;2023013015;902007;60,0
30301-029;2023-01-30;2023013015;901008;15,0
30301-029;2023-01-30;2023013015;903009;21,0
30301-029;2023-01-30;2023013015;904010;6,0
30301-029;2023-01-30;2023013015;904011;9,0
30301-029;2023-01-30;2023013015;902012;78,0
30301-029;2023-01-30;2023013015;905013;6,0
30301-029;2023-01-30;2023013015;905014;9,0
30301-029;2023-01-30;2023013015;902015;81,0
30301-029;2023-01-30;2023013015;903016;9,0
30301-029;2023-01-30;2023013015;902017;204,0
30301-036;2023-01-30;2023013016;901000;4,0
30301-036;2023-01-30;2023013016;901001;72,0
30301-036;2023-01-30;2023013016;901003;16,0
30301-036;2023-01-30;2023013016;902004;92,0
30301-036;2023-01-30;2023013016;904011;16,0
30301-036;2023-01-30;2023013016;902012;108,0
30301-036;2023-01-30;2023013016;902015;112,0
30301-036;2023-01-30;2023013016;903018;24,0
30301-043;2023-01-30;2023013017;901000;12,0
30301-043;2023-01-30;2023013017;901001;72,0
30301-043;2023-01-30;2023013017;901002;96,0
30301-043;2023-01-30;2023013017;901003;40,0
30301-043;2023-01-30;2023013017;902004;96,0
30301-043;2023-01-30;2023013017;902005;100,0
30301-043;2023-01-30;2023013017;902006;52,0
30301-043;2023-01-30;2023013017;902007;48,0
30301-043;2023-01-30;2023013017;901008;8,0
30301-043;2023-01-30;2023013017;903009;40,0
30301-043;2023-01-30;2023013017;904010;12,0
30301-043;2023-01-30;2023013017;902012;96,0
30301-043;2023-01-30;2023013017;905013;4,0
30301-043;2023-01-30;2023013017;905014;8,0
30301-043;2023-01-30;2023013017;902015;96,0
30301-043;2023-01-30;2023013017;903016;12,0
30301-043;2023-01-30;2023013017;902017;272,0
30301-050;2023-01-30;2023013018;901000;12,0
30301-050;2023-01-30;2023013018;901001;72,0
30301-050;2023-01-30;2023013018;901002;96,0
30301-050;2023-01-30;2023013018;901003;12,0
30301-050;2023-01-30;2023013018;902004;116,0
30301-050;2023-01-30;2023013018;902005;92,0
30301-050;2023-01-30;2023013018;902006;40,0
30301-050;2023-01-30;2023013018;902007;44,0
30301-050;2023-01-30;2023013018;901008;16,0
30301-050;2023-01-30;2023013018;903009;40,0
30301-050;2023-01-30;2023013018;904010;12,0
30301-050;2023-01-30;2023013018;904011;4,0
30301-050;2023-01-30;2023013018;902012;108,0
30301-050;2023-01-30;2023013018;905013;12,0
30301-050;2023-01-30;2023013018;905014;4,0
30301-050;2023-01-30;2023013018;902015;100,0
30301-050;2023-01-30;2023013018;903016;4,0
30301-050;2023-01-30;2023013018;902017;272,0
30301-050;2023-01-30;2023013018;903018;36,0
30301-057;2023-01-30;2023013019;902005;44,0
30301-057;2023-01-30;2023013019;902006;34,0
30301-057;2023-01-30;2023013019;905013;10,0
30301-057;2023-01-30;2023013019;905014;6,0
30301-057;2023-01-30;2023013019;903018;10,0
30301-064;2023-01-30;2023013020;901001;72,0
30301-064;2023-01-30;2023013020;902005;120,0
30301-064;2023-01-30;2023013020;902006;68,0
30301-064;2023-01-30;2023013020;902007;68,0
30301-064;2023-01-30;2023013020;901008;12,0
30301-064;2023-01-30;2023013020;902012;80,0
30301-064;2023-01-30;2023013020;905014;4,0
30301-064;2023-01-30;2023013020;903016;8,0
30301-085;2023-01-30;2023013021;901001;54,0
30301-085;2023-01-30;2023013021;901003;12,0
30301-085;2023-01-30;2023013021;902004;75,0
30301-085;2023-01-30;2023013021;901008;3,0
30301-085;2023-01-30;2023013021;904010;3,0
30301-085;2023-01-30;2023013021;904011;15,0
30301-085;2023-01-30;2023013021;905013;9,0
30301-085;2023-01-30;2023013021;905014;3,0
30301-085;2023-01-30;2023013021;903016;12,0
30301-085;2023-01-30;2023013021;903018;27,0
73301-008;2023-01-30;2023013022;901000;4,0
73301-008;2023-01-30;2023013022;901001;72,0
73301-008;2023-01-30;2023013022;901002;96,0
73301-008;2023-01-30;2023013022;901003;12,0
73301-008;2023-01-30;2023013022;902004;100,0
73301-008;2023-01-30;2023013022;902005;84,0
73301-008;2023-01-30;2023013022;902006;52,0
73301-008;2023-01-30;2023013022;902007;80,0
73301-008;2023-01-30;2023013022;901008;16,0
73301-008;2023-01-30;2023013022;903009;24,0
73301-008;2023-01-30;2023013022;904010;8,0
73301-008;2023-01-30;2023013022;904011;20,0
73301-008;2023-01-30;2023013022;902012;92,0
73301-008;2023-01-30;2023013022;905013;4,0
73301-008;2023-01-30;2023013022;905014;20,0
73301-008;2023-01-30;2023013022;902015;88,0
73301-008;2023-01-30;2023013022;903016;20,0
73301-008;2023-01-30;2023013022;902017;272,0
73301-008;2023-01-30;2023013022;903018;20,0
73301-015;2023-01-30;2023013023;901001;36,0
73301-015;2023-01-30;2023013023;901003;8,0
73301-015;2023-01-30;2023013023;902012;40,0
75001-001;2023-01-30;2023013024;901001;54,0
75001-001;2023-01-30;2023013024;903009;9,0
75001-008;2023-01-30;2023013025;901000;4,0
75001-008;2023-01-30;2023013025;901001;72,0
75001-008;2023-01-30;2023013025;901002;96,0
75001-008;2023-01-30;2023013025;901003;28,0
75001-008;2023-01-30;2023013025;902004;112,0
75001-008;2023-01-30;2023013025;902005;120,0
75001-008;2023-01-30;2023013025;902006;68,0
75001-008;2023-01-30;2023013025;902007;44,0
75001-008;2023-01-30;2023013025;901008;4,0
75001-008;2023-01-30;2023013025;903009;24,0
75001-008;2023-01-30;2023013025;904010;12,0
75001-008;2023-01-30;2023013025;904011;8,0
75001-008;2023-01-30;2023013025;902012;92,0
75001-008;2023-01-30;2023013025;905013;4,0
75001-008;2023-01-30;2023013025;905014;12,0
75001-008;2023-01-30;2023013025;902015;100,0
75001-008;2023-01-30;2023013025;903016;4,0
75001-008;2023-01-30;2023013025;902017;272,0
75001-008;2023-01-30;2023013025;903018;12,0
75001-015;2023-01-30;2023013026;901000;20,0
75001-015;2023-01-30;2023013026;901001;72,0
75001-015;2023-01-30;2023013026;901002;96,0
75001-015;2023-01-30;2023013026;901003;24,0
75001-015;2023-01-30;2023013026;902004;80,0
75001-015;2023-01-30;2023013026;902005;80,0
75001-015;2023-01-30;2023013026;902006;48,0
75001-015;2023-01-30;2023013026;902007;40,0
75001-015;2023-01-30;2023013026;901008;8,0
75001-015;2023-01-30;2023013026;903009;24,0
75001-015;2023-01-30;2023013026;904010;12,0
75001-015;2023-01-30;2023013026;904011;16,0
75001-015;2023-01-30;2023013026;902012;120,0
75001-015;2023-01-30;2023013026;905013;12,0
75001-015;2023-01-30;2023013026;905014;12,0
75001-015;2023-01-30;2023013026;902015;88,0
75001-015;2023-01-30;2023013026;902017;272,0
75001-022;2023-01-30;2023013027;901001;72,0
75001-022;2023-01-30;2023013027;901002;96,0
75001-022;2023-01-30;2023013027;901003;28,0
75001-022;2023-01-30;2023013027;902004;88,0
75001-022;2023-01-30;2023013027;902005;88,0
75001-022;2023-01-30;2023013027;903009;20,0
75001-022;2023-01-30;2023013027;903018;16,0
75001-029;2023-01-30;2023013028;901000;12,0
75001-029;2023-01-30;2023013028;901003;40,0
75001-029;2023-01-30;2023013028;902004;80,0
75001-029;2023-01-30;2023013028;902005;80,0
75001-029;2023-01-30;2023013028;902006;52,0
75001-029;2023-01-30;2023013028;901008;8,0
75001-029;2023-01-30;2023013028;903009;12,0
75001-029;2023-01-30;2023013028;904010;20,0
75001-029;2023-01-30;2023013028;902012;100,0
75001-029;2023-01-30;2023013028;905014;16,0
75001-029;2023-01-30;2023013028;902015;80,0
75001-029;2023-01-30;2023013028;903016;8,0
75001-029;2023-01-30;2023013028;902017;272,0
75001-029;2023-01-30;2023013028;903018;40,0
75001-036;2023-01-30;2023013029;901000;8,0
75001-036;2023-01-30;2023013029;901001;36,0
75001-036;2023-01-30;2023013029;901003;14,0
75001-036;2023-01-30;2023013029;902004;42,0
75001-036;2023-01-30;2023013029;902005;42,0
75001-036;2023-01-30;2023013029;902006;26,0
75001-036;2023-01-30;2023013029;902007;40,0
75001-036;2023-01-30;2023013029;901008;10,0
75001-036;2023-01-30;2023013029;903009;8,0
75001-036;2023-01-30;2023013029;904010;2,0
75001-036;2023-01-30;2023013029;902012;48,0
75001-036;2023-01-30;2023013029;905013;4,0
75001-036;2023-01-30;2023013029;905014;2,0
75001-036;2023-01-30;2023013029;902015;56,0
75001-036;2023-01-30;2023013029;903016;4,0
75001-036;2023-01-30;2023013029;902017;136,0
75001-043;2023-01-30;2023013030;901000;3,0
75001-043;2023-01-30;2023013030;901002;24,0
75001-043;2023-01-30;2023013030;901003;10,0
75001-043;2023-01-30;2023013030;902005;27,0
75001-043;2023-01-30;2023013030;902006;15,0
75001-043;2023-01-30;2023013030;904011;5,0
75001-043;2023-01-30;2023013030;905013;1,0
75001-043;2023-01-30;2023013030;903016;4,0
75001-043;2023-01-30;2023013030;902017;68,0
75001-050;2023-01-30;2023013031;901000;9,0
75001-050;2023-01-30;2023013031;901001;54,0
75001-050;2023-01-30;2023013031;901002;72,0
75001-050;2023-01-30;2023013031;901003;12,0
75001-050;2023-01-30;2023013031;902004;90,0
75001-050;2023-01-30;2023013031;902005;69,0
75001-050;2023-01-30;2023013031;902006;39,0
75001-050;2023-01-30;2023013031;902007;42,0
75001-050;2023-01-30;2023013031;901008;9,0
75001-050;2023-01-30;2023013031;903009;18,0
75001-050;2023-01-30;2023013031;904010;6,0
75001-050;2023-01-30;2023013031;904011;9,0
75001-050;2023-01-30;2023013031;902012;90,0
75001-050;2023-01-30;2023013031;905013;9,0
75001-050;2023-01-30;2023013031;905014;12,0
75001-050;2023-01-30;2023013031;902015;81,0
75001-050;2023-01-30;2023013031;903016;6,0
75001-050;2023-01-30;2023013031;902017;204,0
75001-050;2023-01-30;2023013031;903018;27,0
75001-057;2023-01-30;2023013032;901000;12,0
75001-057;2023-01-30;2023013032;902004;116,0
75001-057;2023-01-30;2023013032;902007;76,0
75001-057;2023-01-30;2023013032;902015;120,0
75001-057;2023-01-30;2023013032;903016;20,0
75001-064;2023-01-30;2023013033;901000;4,0
75001-064;2023-01-30;2023013033;901003;24,0
75001-064;2023-01-30;2023013033;902004;96,0
75001-064;2023-01-30;2023013033;902005;96,0
75001-064;2023-01-30;2023013033;902006;40,0
75001-064;2023-01-30;2023013033;901008;12,0
75001-064;2023-01-30;2023013033;903009;40,0
75001-064;2023-01-30;2023013033;904010;8,0
75001-064;2023-01-30;2023013033;904011;20,0
75001-064;2023-01-30;2023013033;905013;20,0
75001-064;2023-01-30;2023013033;903018;40,0
75001-071;2023-01-30;2023013034;902006;57,0
75001-071;2023-01-30;2023013034;903009;15,0
75001-071;2023-01-30;2023013034;904011;3,0
75001-071;2023-01-30;2023013034;903016;3,0
75001-085;2023-01-30;2023013035;901001;54,0
75001-085;2023-01-30;2023013035;902006;60,0
75001-085;2023-01-30;2023013035;904010;6,0
75001-085;2023-01-30;2023013035;904011;12,0
75001-085;2023-01-30;2023013035;902015;72,0
75001-085;2023-01-30;2023013035;903016;9,0
75001-085;2023-01-30;2023013035;902017;204,0
75001-085;2023-01-30;2023013035;903018;30,0
75001-092;2023-01-30;2023013036;901000;9,0
75001-092;2023-01-30;2023013036;901001;54,0
75001-092;2023-01-30;2023013036;901002;72,0
75001-092;2023-01-30;2023013036;902005;75,0
75001-092;2023-01-30;2023013036;902006;30,0
75001-092;2023-01-30;2023013036;902007;33,0
75001-092;2023-01-30;2023013036;901008;6,0
75001-092;2023-01-30;2023013036;903009;21,0
75001-092;2023-01-30;2023013036;905013;9,0
75001-092;2023-01-30;2023013036;905014;15,0
75001-092;2023-01-30;2023013036;902015;87,0
75001-092;2023-01-30;2023013036;903016;15,0
90001-001;2023-01-30;2023013037;901000;16,0
90001-001;2023-01-30;2023013037;901001;72,0
90001-001;2023-01-30;2023013037;901002;96,0
90001-001;2023-01-30;2023013037;901003;24,0
90001-001;2023-01-30;2023013037;902004;84,0
90001-001;2023-01-30;2023013037;902005;100,0
90001-001;2023-01-30;2023013037;902006;64,0
90001-001;2023-01-30;2023013037;902007;48,0
90001-001;2023-01-30;2023013037;901008;4,0
90001-001;2023-01-30;2023013037;903009;40,0
90001-001;2023-01-30;2023013037;904010;12,0
90001-001;2023-01-30;2023013037;904011;4,0
90001-001;2023-01-30;2023013037;905013;8,0
90001-001;2023-01-30;2023013037;902015;112,0
90001-001;2023-01-30;2023013037;903016;20,0
90001-001;2023-01-30;2023013037;902017;272,0
90001-001;2023-01-30;2023013037;903018;12,0
90001-008;2023-01-30;2023013038;901001;54,0
90001-008;2023-01-30;2023013038;902004;78,0
90001-015;2023-01-30;2023013039;901000;6,0
90001-015;2023-01-30;2023013039;901001;54,0
90001-015;2023-01-30;2023013039;901002;72,0
90001-015;2023-01-30;2023013039;901003;9,0
90001-015;2023-01-30;2023013039;902004;78,0
90001-015;2023-01-30;2023013039;902005;78,0
90001-015;2023-01-30;2023013039;902006;57,0
90001-015;2023-01-30;2023013039;902007;42,0
90001-015;2023-01-30;2023013039;901008;12,0
90001-015;2023-01-30;2023013039;904010;12,0
90001-015;2023-01-30;2023013039;902012;69,0
90001-015;2023-01-30;2023013039;905013;9,0
90001-015;2023-01-30;2023013039;902015;72,0
90001-015;2023-01-30;2023013039;903016;12,0
90001-015;2023-01-30;2023013039;903018;18,0
90001-022;2023-01-30;2023013040;903009;9,0
90001-022;2023-01-30;2023013040;904010;15,0
90001-022;2023-01-30;2023013040;902012;75,0
90001-022;2023-01-30;2023013040;905014;6,0
90001-022;2023-01-30;2023013040;903016;3,0
90001-029;2023-01-30;2023013041;901001;72,0
90001-029;2023-01-30;2023013041;901002;96,0
90001-029;2023-01-30;2023013041;902004;104,0
90001-029;2023-01-30;2023013041;902005;120,0
90001-029;2023-01-30;2023013041;903009;40,0
90001-029;2023-01-30;2023013041;904010;4,0
90001-029;2023-01-30;2023013041;902012;88,0
90001-029;2023-01-30;2023013041;905014;4,0
90001-029;2023-01-30;2023013041;902015;112,0
90001-029;2023-01-30;2023013041;903016;8,0
90001-029;2023-01-30;2023013041;902017;272,0
90001-043;2023-01-30;2023013042;901000;5,0
90001-043;2023-01-30;2023013042;901001;18,0
90001-043;2023-01-30;2023013042;901002;24,0
90001-043;2023-01-30;2023013042;901003;8,0
90001-043;2023-01-30;2023013042;902004;28,0
90001-043;2023-01-30;2023013042;902005;28,0
90001-043;2023-01-30;2023013042;902006;17,0
90001-043;2023-01-30;2023013042;901008;3,0
90001-043;2023-01-30;2023013042;903009;10,0
90001-043;2023-01-30;2023013042;904010;1,0
90001-043;2023-01-30;2023013042;904011;5,0
90001-043;2023-01-30;2023013042;902012;20,0
90001-043;2023-01-30;2023013042;905013;1,0
90001-043;2023-01-30;2023013042;903018;5,0
90001-050;2023-01-30;2023013043;901002;96,0
90001-050;2023-01-30;2023013043;902005;120,0
90001-050;2023-01-30;2023013043;902006;56,0
90001-050;2023-01-30;2023013043;902007;76,0
90001-050;2023-01-30;2023013043;903009;40,0
90001-050;2023-01-30;2023013043;904010;20,0
90001-050;2023-01-30;2023013043;902012;112,0
90001-050;2023-01-30;2023013043;905014;20,0
90001-050;2023-01-30;2023013043;902015;112,0
90001-050;2023-01-30;2023013043;903016;20,0
90001-050;2023-01-30;2023013043;902017;272,0
90001-050;2023-01-30;2023013043;903018;36,0
90001-057;2023-01-30;2023013044;901000;20,0
90001-057;2023-01-30;2023013044;902005;92,0
90001-057;2023-01-30;2023013044;902006;52,0
90001-057;2023-01-30;2023013044;902007;76,0
90001-057;2023-01-30;2023013044;902012;80,0
90001-057;2023-01-30;2023013044;903018;24,0
90001-064;2023-01-30;2023013045;901000;15,0
90001-064;2023-01-30;2023013045;901002;72,0
90001-064;2023-01-30;2023013045;901003;24,0
90001-064;2023-01-30;2023013045;902007;57,0
90001-064;2023-01-30;2023013045;903009;30,0
90001-064;2023-01-30;2023013045;902012;87,0
90001-064;2023-01-30;2023013045;905013;3,0
90001-064;2023-01-30;2023013045;902015;87,0
90001-064;2023-01-30;2023013045;902017;204,0
90001-064;2023-01-30;2023013045;903018;21,0
90001-078;2023-01-30;2023013046;901000;16,0
90001-078;2023-01-30;2023013046;901001;72,0
90001-078;2023-01-30;2023013046;901002;96,0
90001-078;2023-01-30;2023013046;901003;40,0
90001-078;2023-01-30;2023013046;902004;116,0
90001-078;2023-01-30;2023013046;902005;112,0
